Soil Type,Soil depth(cm),ph,Bulk density Gm/cc,Ec (dsm-1),Organic carbon (%),Soil moisture retention  (%),Available water capacity(m/m), Infiltration rate cm/hr, Clay %, Crops to be taken
Medium soil,60,8.4,1.4,0.8,0.6,37,0.24,4.1,44,Cotton Blackgram Oilseeds Pigeonpea
Medium soil,30,8.2,1.4,0.8,0.6,37,0.24,4.5,44,Cotton Blackgram Oilseeds Pigeonpea
Medium soil,31,8.3,1.4,0.8,0.6,37,0.24,4.5,44,Cotton Blackgram Oilseeds Pigeonpea
Medium soil,32,8.4,1.4,0.8,0.6,37,0.24,4.5,44,Cotton Blackgram Oilseeds Pigeonpea
Medium soil,33,8.5,1.4,0.8,0.6,37,0.24,4.5,44,Cotton Blackgram Oilseeds Pigeonpea
Medium soil,34,8.2,1.4,0.8,0.6,37,0.24,4.5,44,Cotton Blackgram Oilseeds Pigeonpea
Medium soil,35,8.3,1.4,0.8,0.6,37,0.24,4.5,44,Cotton Blackgram Oilseeds Pigeonpea
Medium soil,36,8.4,1.4,0.8,0.6,37,0.24,4.5,44,Cotton Blackgram Oilseeds Pigeonpea
Medium soil,37,8.5,1.4,0.8,0.6,37,0.24,4.5,44,Cotton Blackgram Oilseeds Pigeonpea
Medium soil,38,8.2,1.4,0.8,0.6,37,0.24,4.5,44,Cotton Blackgram Oilseeds Pigeonpea
Medium soil,39,8.3,1.4,0.8,0.6,37,0.24,4.5,44,Cotton Blackgram Oilseeds Pigeonpea
Medium soil,40,8.4,1.4,0.8,0.6,37,0.24,4.5,44,Cotton Blackgram Oilseeds Pigeonpea
Medium soil,41,8.5,1.4,0.8,0.6,37,0.24,4.5,44,Cotton Blackgram Oilseeds Pigeonpea
Medium soil,42,8.2,1.4,0.8,0.6,37,0.24,4.5,44,Cotton Blackgram Oilseeds Pigeonpea
Medium soil,43,8.3,1.4,0.8,0.6,37,0.24,4.5,44,Cotton Blackgram Oilseeds Pigeonpea
Medium soil,44,8.4,1.4,0.8,0.6,37,0.24,4.5,44,Cotton Blackgram Oilseeds Pigeonpea
Medium soil,45,8.5,1.4,0.8,0.6,37,0.24,4.5,44,Cotton Blackgram Oilseeds Pigeonpea
Medium soil,46,8.2,1.4,0.8,0.6,37,0.24,4.5,44,Cotton Blackgram Oilseeds Pigeonpea
Medium soil,47,8.3,1.4,0.8,0.6,37,0.24,4.5,44,Cotton Blackgram Oilseeds Pigeonpea
Medium soil,48,8.4,1.4,0.8,0.6,37,0.24,4.5,44,Cotton Blackgram Oilseeds Pigeonpea
Medium soil,49,8.5,1.4,0.8,0.6,37,0.24,4.5,44,Cotton Blackgram Oilseeds Pigeonpea
Medium soil,50,8.2,1.4,0.8,0.6,37,0.24,4.5,44,Cotton Blackgram Oilseeds Pigeonpea
Medium soil,51,8.3,1.4,0.8,0.6,37,0.24,4.5,44,Cotton Blackgram Oilseeds Pigeonpea
Medium soil,52,8.4,1.4,0.8,0.6,37,0.24,4.5,44,Cotton Blackgram Oilseeds Pigeonpea
Medium soil,53,8.5,1.4,0.8,0.6,37,0.24,4.5,44,Cotton Blackgram Oilseeds Pigeonpea
Medium soil,54,8.2,1.4,0.8,0.6,37,0.24,4.5,44,Cotton Blackgram Oilseeds Pigeonpea
Medium soil,55,8.3,1.4,0.8,0.6,37,0.24,4.5,44,Cotton Blackgram Oilseeds Pigeonpea
Medium soil,56,8.4,1.4,0.8,0.6,37,0.24,4.5,44,Cotton Blackgram Oilseeds Pigeonpea
Medium soil,57,8.5,1.4,0.8,0.6,37,0.24,4.5,44,Cotton Blackgram Oilseeds Pigeonpea
Medium soil,58,8.2,1.4,0.8,0.6,37,0.24,4.5,44,Cotton Blackgram Oilseeds Pigeonpea
Medium soil,59,8.3,1.4,0.8,0.6,37,0.24,4.5,44,Cotton Blackgram Oilseeds Pigeonpea
Medium soil,60,8.4,1.4,0.8,0.6,37,0.24,4.5,44,Cotton Blackgram Oilseeds Pigeonpea
Medium soil,60,8.1,1.4,0.4,0.4,30,0.24,3,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,61,8.2,1.4,0.4,0.4,30,0.24,3,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,62,8.3,1.4,0.4,0.4,30,0.24,3,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,63,8.4,1.4,0.4,0.4,30,0.24,3,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,64,8.5,1.4,0.4,0.4,30,0.24,3,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,65,8.1,1.4,0.4,0.4,30,0.24,3,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,66,8.2,1.4,0.4,0.4,30,0.24,3,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,67,8.3,1.4,0.4,0.4,30,0.24,3,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,68,8.4,1.4,0.4,0.4,30,0.24,3,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,69,8.5,1.4,0.4,0.4,30,0.24,3,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,70,8.1,1.4,0.4,0.4,30,0.24,3,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,71,8.2,1.4,0.4,0.4,30,0.24,3,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,72,8.3,1.4,0.4,0.4,30,0.24,3,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,73,8.4,1.4,0.4,0.4,30,0.24,3,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,74,8.5,1.4,0.4,0.4,30,0.24,3,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,75,8.1,1.4,0.4,0.4,30,0.24,3,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,76,8.2,1.4,0.4,0.4,30,0.24,3,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,77,8.3,1.4,0.4,0.4,30,0.24,3,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,78,8.4,1.4,0.4,0.4,30,0.24,3,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,79,8.5,1.4,0.4,0.4,30,0.24,3,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,80,8.1,1.4,0.4,0.4,30,0.24,3,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,81,8.2,1.4,0.4,0.4,30,0.24,3,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,82,8.3,1.4,0.4,0.4,30,0.24,3,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,83,8.4,1.4,0.4,0.4,30,0.24,3,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,84,8.5,1.4,0.4,0.4,30,0.24,3,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,85,8.1,1.4,0.4,0.4,30,0.24,3,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,86,8.2,1.4,0.4,0.4,30,0.24,3,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,87,8.3,1.4,0.4,0.4,30,0.24,3,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,88,8.4,1.4,0.4,0.4,30,0.24,3,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,89,8.5,1.4,0.4,0.4,30,0.24,3,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,90,8.1,1.4,0.4,0.4,30,0.24,3,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,60,8.1,1.4,0.4,0.4,30,0.24,3.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,61,8.2,1.4,0.4,0.4,30,0.24,3.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,62,8.3,1.4,0.4,0.4,30,0.24,3.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,63,8.4,1.4,0.4,0.4,30,0.24,3.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,64,8.5,1.4,0.4,0.4,30,0.24,3.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,65,8.1,1.4,0.4,0.4,30,0.24,3.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,66,8.2,1.4,0.4,0.4,30,0.24,3.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,67,8.3,1.4,0.4,0.4,30,0.24,3.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,68,8.4,1.4,0.4,0.4,30,0.24,3.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,69,8.5,1.4,0.4,0.4,30,0.24,3.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,70,8.1,1.4,0.4,0.4,30,0.24,3.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,71,8.2,1.4,0.4,0.4,30,0.24,3.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,72,8.3,1.4,0.4,0.4,30,0.24,3.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,73,8.4,1.4,0.4,0.4,30,0.24,3.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,74,8.5,1.4,0.4,0.4,30,0.24,3.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,75,8.1,1.4,0.4,0.4,30,0.24,3.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,76,8.2,1.4,0.4,0.4,30,0.24,3.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,77,8.3,1.4,0.4,0.4,30,0.24,3.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,78,8.4,1.4,0.4,0.4,30,0.24,3.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,79,8.5,1.4,0.4,0.4,30,0.24,3.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,80,8.1,1.4,0.4,0.4,30,0.24,3.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,81,8.2,1.4,0.4,0.4,30,0.24,3.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,82,8.3,1.4,0.4,0.4,30,0.24,3.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,83,8.4,1.4,0.4,0.4,30,0.24,3.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,84,8.5,1.4,0.4,0.4,30,0.24,3.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,85,8.1,1.4,0.4,0.4,30,0.24,3.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,86,8.2,1.4,0.4,0.4,30,0.24,3.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,87,8.3,1.4,0.4,0.4,30,0.24,3.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,88,8.4,1.4,0.4,0.4,30,0.24,3.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,89,8.5,1.4,0.4,0.4,30,0.24,3.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,90,8.1,1.4,0.4,0.4,30,0.24,3.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,60,8.1,1.4,0.4,0.4,30,0.24,3.8,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,61,8.2,1.4,0.4,0.4,30,0.24,3.8,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,62,8.3,1.4,0.4,0.4,30,0.24,3.8,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,63,8.4,1.4,0.4,0.4,30,0.24,3.8,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,64,8.5,1.4,0.4,0.4,30,0.24,3.8,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,65,8.1,1.4,0.4,0.4,30,0.24,3.8,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,66,8.2,1.4,0.4,0.4,30,0.24,3.8,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,67,8.3,1.4,0.4,0.4,30,0.24,3.8,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,68,8.4,1.4,0.4,0.4,30,0.24,3.8,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,69,8.5,1.4,0.4,0.4,30,0.24,3.8,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,70,8.1,1.4,0.4,0.4,30,0.24,3.8,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,71,8.2,1.4,0.4,0.4,30,0.24,3.8,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,72,8.3,1.4,0.4,0.4,30,0.24,3.8,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,73,8.4,1.4,0.4,0.4,30,0.24,3.8,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,74,8.5,1.4,0.4,0.4,30,0.24,3.8,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,75,8.1,1.4,0.4,0.4,30,0.24,3.8,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,76,8.2,1.4,0.4,0.4,30,0.24,3.8,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,77,8.3,1.4,0.4,0.4,30,0.24,3.8,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,78,8.4,1.4,0.4,0.4,30,0.24,3.8,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,79,8.5,1.4,0.4,0.4,30,0.24,3.8,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,80,8.1,1.4,0.4,0.4,30,0.24,3.8,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,81,8.2,1.4,0.4,0.4,30,0.24,3.8,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,82,8.3,1.4,0.4,0.4,30,0.24,3.8,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,83,8.4,1.4,0.4,0.4,30,0.24,3.8,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,84,8.5,1.4,0.4,0.4,30,0.24,3.8,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,85,8.1,1.4,0.4,0.4,30,0.24,3.8,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,86,8.2,1.4,0.4,0.4,30,0.24,3.8,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,87,8.3,1.4,0.4,0.4,30,0.24,3.8,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,88,8.4,1.4,0.4,0.4,30,0.24,3.8,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,89,8.5,1.4,0.4,0.4,30,0.24,3.8,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,90,8.1,1.4,0.4,0.4,30,0.24,3.8,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,60,8.1,1.4,0.4,0.4,30,0.24,4.2,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,61,8.2,1.4,0.4,0.4,30,0.24,4.2,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,62,8.3,1.4,0.4,0.4,30,0.24,4.2,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,63,8.4,1.4,0.4,0.4,30,0.24,4.2,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,64,8.5,1.4,0.4,0.4,30,0.24,4.2,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,65,8.1,1.4,0.4,0.4,30,0.24,4.2,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,66,8.2,1.4,0.4,0.4,30,0.24,4.2,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,67,8.3,1.4,0.4,0.4,30,0.24,4.2,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,68,8.4,1.4,0.4,0.4,30,0.24,4.2,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,69,8.5,1.4,0.4,0.4,30,0.24,4.2,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,70,8.1,1.4,0.4,0.4,30,0.24,4.2,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,71,8.2,1.4,0.4,0.4,30,0.24,4.2,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,72,8.3,1.4,0.4,0.4,30,0.24,4.2,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,73,8.4,1.4,0.4,0.4,30,0.24,4.2,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,74,8.5,1.4,0.4,0.4,30,0.24,4.2,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,75,8.1,1.4,0.4,0.4,30,0.24,4.2,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,76,8.2,1.4,0.4,0.4,30,0.24,4.2,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,77,8.3,1.4,0.4,0.4,30,0.24,4.2,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,78,8.4,1.4,0.4,0.4,30,0.24,4.2,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,79,8.5,1.4,0.4,0.4,30,0.24,4.2,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,80,8.1,1.4,0.4,0.4,30,0.24,4.2,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,81,8.2,1.4,0.4,0.4,30,0.24,4.2,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,82,8.3,1.4,0.4,0.4,30,0.24,4.2,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,83,8.4,1.4,0.4,0.4,30,0.24,4.2,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,84,8.5,1.4,0.4,0.4,30,0.24,4.2,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,85,8.1,1.4,0.4,0.4,30,0.24,4.2,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,86,8.2,1.4,0.4,0.4,30,0.24,4.2,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,87,8.3,1.4,0.4,0.4,30,0.24,4.2,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,88,8.4,1.4,0.4,0.4,30,0.24,4.2,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,89,8.5,1.4,0.4,0.4,30,0.24,4.2,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,90,8.1,1.4,0.4,0.4,30,0.24,4.2,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,60,8.1,1.4,0.4,0.4,30,0.24,4.6,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,61,8.2,1.4,0.4,0.4,30,0.24,4.6,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,62,8.3,1.4,0.4,0.4,30,0.24,4.6,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,63,8.4,1.4,0.4,0.4,30,0.24,4.6,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,64,8.5,1.4,0.4,0.4,30,0.24,4.6,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,65,8.1,1.4,0.4,0.4,30,0.24,4.6,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,66,8.2,1.4,0.4,0.4,30,0.24,4.6,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,67,8.3,1.4,0.4,0.4,30,0.24,4.6,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,68,8.4,1.4,0.4,0.4,30,0.24,4.6,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,69,8.5,1.4,0.4,0.4,30,0.24,4.6,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,70,8.1,1.4,0.4,0.4,30,0.24,4.6,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,71,8.2,1.4,0.4,0.4,30,0.24,4.6,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,72,8.3,1.4,0.4,0.4,30,0.24,4.6,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,73,8.4,1.4,0.4,0.4,30,0.24,4.6,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,74,8.5,1.4,0.4,0.4,30,0.24,4.6,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,75,8.1,1.4,0.4,0.4,30,0.24,4.6,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,76,8.2,1.4,0.4,0.4,30,0.24,4.6,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,77,8.3,1.4,0.4,0.4,30,0.24,4.6,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,78,8.4,1.4,0.4,0.4,30,0.24,4.6,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,79,8.5,1.4,0.4,0.4,30,0.24,4.6,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,80,8.1,1.4,0.4,0.4,30,0.24,4.6,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,81,8.2,1.4,0.4,0.4,30,0.24,4.6,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,82,8.3,1.4,0.4,0.4,30,0.24,4.6,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,83,8.4,1.4,0.4,0.4,30,0.24,4.6,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,84,8.5,1.4,0.4,0.4,30,0.24,4.6,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,85,8.1,1.4,0.4,0.4,30,0.24,4.6,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,86,8.2,1.4,0.4,0.4,30,0.24,4.6,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,87,8.3,1.4,0.4,0.4,30,0.24,4.6,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,88,8.4,1.4,0.4,0.4,30,0.24,4.6,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,89,8.5,1.4,0.4,0.4,30,0.24,4.6,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,90,8.1,1.4,0.4,0.4,30,0.24,4.6,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,60,8.1,1.4,0.4,0.4,30,0.24,5,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,61,8.2,1.4,0.4,0.4,30,0.24,5,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,62,8.3,1.4,0.4,0.4,30,0.24,5,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,63,8.4,1.4,0.4,0.4,30,0.24,5,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,64,8.5,1.4,0.4,0.4,30,0.24,5,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,65,8.1,1.4,0.4,0.4,30,0.24,5,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,66,8.2,1.4,0.4,0.4,30,0.24,5,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,67,8.3,1.4,0.4,0.4,30,0.24,5,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,68,8.4,1.4,0.4,0.4,30,0.24,5,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,69,8.5,1.4,0.4,0.4,30,0.24,5,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,70,8.1,1.4,0.4,0.4,30,0.24,5,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,71,8.2,1.4,0.4,0.4,30,0.24,5,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,72,8.3,1.4,0.4,0.4,30,0.24,5,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,73,8.4,1.4,0.4,0.4,30,0.24,5,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,74,8.5,1.4,0.4,0.4,30,0.24,5,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,75,8.1,1.4,0.4,0.4,30,0.24,5,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,76,8.2,1.4,0.4,0.4,30,0.24,5,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,77,8.3,1.4,0.4,0.4,30,0.24,5,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,78,8.4,1.4,0.4,0.4,30,0.24,5,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,79,8.5,1.4,0.4,0.4,30,0.24,5,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,80,8.1,1.4,0.4,0.4,30,0.24,5,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,81,8.2,1.4,0.4,0.4,30,0.24,5,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,82,8.3,1.4,0.4,0.4,30,0.24,5,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,83,8.4,1.4,0.4,0.4,30,0.24,5,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,84,8.5,1.4,0.4,0.4,30,0.24,5,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,85,8.1,1.4,0.4,0.4,30,0.24,5,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,86,8.2,1.4,0.4,0.4,30,0.24,5,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,87,8.3,1.4,0.4,0.4,30,0.24,5,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,88,8.4,1.4,0.4,0.4,30,0.24,5,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,89,8.5,1.4,0.4,0.4,30,0.24,5,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,90,8.1,1.4,0.4,0.4,30,0.24,5,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,60,8.1,1.4,0.4,0.4,30,0.24,5.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,61,8.2,1.4,0.4,0.4,30,0.24,5.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,62,8.3,1.4,0.4,0.4,30,0.24,5.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,63,8.4,1.4,0.4,0.4,30,0.24,5.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,64,8.5,1.4,0.4,0.4,30,0.24,5.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,65,8.1,1.4,0.4,0.4,30,0.24,5.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,66,8.2,1.4,0.4,0.4,30,0.24,5.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,67,8.3,1.4,0.4,0.4,30,0.24,5.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,68,8.4,1.4,0.4,0.4,30,0.24,5.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,69,8.5,1.4,0.4,0.4,30,0.24,5.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,70,8.1,1.4,0.4,0.4,30,0.24,5.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,71,8.2,1.4,0.4,0.4,30,0.24,5.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,72,8.3,1.4,0.4,0.4,30,0.24,5.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,73,8.4,1.4,0.4,0.4,30,0.24,5.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,74,8.5,1.4,0.4,0.4,30,0.24,5.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,75,8.1,1.4,0.4,0.4,30,0.24,5.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,76,8.2,1.4,0.4,0.4,30,0.24,5.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,77,8.3,1.4,0.4,0.4,30,0.24,5.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,78,8.4,1.4,0.4,0.4,30,0.24,5.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,79,8.5,1.4,0.4,0.4,30,0.24,5.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,80,8.1,1.4,0.4,0.4,30,0.24,5.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,81,8.2,1.4,0.4,0.4,30,0.24,5.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,82,8.3,1.4,0.4,0.4,30,0.24,5.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,83,8.4,1.4,0.4,0.4,30,0.24,5.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,84,8.5,1.4,0.4,0.4,30,0.24,5.4,36,Cotton Sorghum CerealCrops Blackgram
Medium soil,85,8.1,1.4,0.4,0.4,30,0.24,5.4,36,Cotton Sorghum CerealCrops Blackgram
